,5,5
668,2,5
669,2,5
670,2,5
671,2,5
672,2,5
673,2,5
674,2,5
675,2,5
676,2,5
677,2,5
678,2,5
679,2,5
680,2,5
681,2,5
682,2,5
683,2,5
684,2,5
685,2,5
686,2,5
687,5,5
688,5,5
689,5,5
690,5,5
691,5,5
692,5,5
693,5,5
694,5,5
695,5,5
696,5,5
697,5,5
698,5,5
699,5,5
700,5,5
701,5,5
702,5,5
703,5,5
704,5,5
705,5,5
706,5,5
707,5,5
708,5,5
709,5,5
710,5,5
711,5,5
712,5,5
713,5,5
714,5,5
715,4,5
716,4,5
717,4,5
718,4,5
719,4,5
720,4,5
721,4,5
722,4,5
723,4,5
724,4,5
725,4,5
726,4,5
727,4,5
728,4,5
729,4,5
730,4,5
731,4,5
732,4,5
733,4,5
734,4,5
735,4,5
736,4,5
737,4,5
738,6,5
739,6,5
740,6,5
741,6,5
742,6,5
743,6,5
744,6,5
745,6,5
746,6,5
747,6,5
748,6,5
749,6,5
750,6,5
751,6,5
752,6,5
753,6,5
754,6,5
755,6,5
756,6,5
757,6,5
758,6,5
759,6,5
760,6,5
761,6,5
762,6,5
763,6,5
764,6,5
765,6,5
766,1,5
767,1,5
768,1,5
769,1,5
770,1,5
771,1,5
772,1,5
773,1,5
774,1,5
775,1,5
776,1,5
777,1,5
778,1,5
779,1,5
780,1,5
781,1,5
782,1,5
783,1,5
784,1,5
785,1,5
786,1,5
787,1,5
788,1,5
789,1,5
790,1,5
791,1,5
792,1,5
793,1,5
794,1,5
795,1,5
796,3,5
797,3,5
798,3,5
799,3,5
800,3,5
801,3,5
802,3,5
803,3,5
804,3,5
805,3,5
806,3,5
807,3,5
808,3,5
809,3,5
810,3,5
811,3,5
812,3,5
813,3,5
814,3,5
815,3,5
816,3,5
817,3,5
818,3,5
819,3,5
820,3,5
821,2,5
822,2,5
823,2,5
824,2,5
825,2,5
826,2,5
827,2,5
828,2,5
829,2,5
830,2,5
831,2,5
832,2,5
833,2,5
834,2,5
835,2,5
836,2,5
837,2,5
838,2,5
839,2,5
840,2,5
841,2,5
842,2,5
843,2,5
844,2,5
845,2,5
846,5,5
847,5,5
848,5,5
849,5,5
850,5,5
851,5,5
852,5,5
853,5,5
854,5,5
855,5,5
856,5,5
857,5,5
858,5,5
859,5,5
860,5,5
861,5,5
862,5,5
863,5,5
864,5,5
865,5,5
866,5,5
867,5,5
868,5,5
869,5,5
870,5,5
871,5,5
872,5,5
873,5,5
874,4,5
875,4,5
876,4,5
877,4,5
878,4,5
879,4,5
880,4,5
881,4,5
882,4,5
883,4,5
884,4,5
885,4,5
886,4,5
887,4,5
888,4,5
889,4,5
890,4,5
891,4,5
892,4,5
893,4,5
894,4,5
895,6,5
896,6,5
897,6,5
898,6,5
899,6,5
900,6,5
901,6,5
902,6,5
903,6,5
904,6,5
905,6,5
906,6,5
907,6,5
908,6,5
909,6,5
910,6,5
911,6,5
912,6,5
913,6,5
914,6,5
915,6,5
916,6,5
917,6,5
918,6,5
919,1,5
920,1,5
921,1,5
922,1,5
923,1,5
924,1,5
925,1,5
926,1,5
927,1,5
928,1,5
929,1,5
930,1,5
931,1,5
932,1,5
933,1,5
934,1,5
935,1,5
936,1,5
937,1,5
938,1,5
939,1,5
940,1,5
941,1,5
942,1,5
943,1,5
944,1,5
945,3,5
946,3,5
947,3,5
948,3,5
949,3,5
950,3,5
951,3,5
952,3,5
953,3,5
954,3,5
955,3,5
956,3,5
957,3,5
958,3,5
959,3,5
960,3,5
961,3,5
962,3,5
963,3,5
964,3,5
965,3,5
966,3,5
967,2,5
968,2,5
969,2,5
970,2,5
971,2,5
972,2,5
973,2,5
974,2,5
975,2,5
976,2,5
977,2,5
978,2,5
979,2,5
980,2,5
981,2,5
982,2,5
983,2,5
984,2,5
985,2,5
986,2,5
987,2,5
988,2,5
989,5,5
990,5,5
991,5,5
992,5,5
993,5,5
994,5,5
995,5,5
996,5,5
997,5,5
998,5,5
999,5,5
1000,5,5
1001,5,5
1002,5,5
1003,5,5
1004,5,5
1005,5,5
1006,5,5
1007,5,5
1008,5,5
1009,5,5
1010,5,5
1011,5,5
1012,5,5
1013,5,5
1014,5,5
1015,5,5
1016,5,5
1017,5,5
1018,5,5
1019,4,5
1020,4,5
1021,4,5
1022,4,5
1023,4,5
1024,4,5
1025,4,5
1026,4,5
1027,4,5
1028,4,5
1029,4,5
1030,4,5
1031,4,5
1032,4,5
1033,4,5
1034,4,5
1035,4,5
1036,4,5
1037,4,5
1038,4,5
1039,4,5
1040,4,5
1041,4,5
1042,4,5
1043,4,5
1044,4,5
1045,4,5
1046,4,5
1047,4,5
1048,6,5
1049,6,5
1050,6,5
1051,6,5
1052,6,5
1053,6,5
1054,6,5
1055,6,5
1056,6,5
1057,6,5
1058,6,5
1059,6,5
1060,6,5
1061,6,5
1062,6,5
1063,6,5
1064,6,5
1065,6,5
1066,6,5
1067,6,5
1068,6,5
1069,6,5
1070,6,5
1071,6,5
1072,6,5
1073,6,5
1074,6,5
1075,6,5
1076,1,5
1077,1,5
1078,1,5
1079,1,5
1080,1,5
1081,1,5
1082,1,5
1083,1,5
1084,1,5
1085,1,5
1086,1,5
1087,1,5
1088,1,5
1089,1,5
1090,1,5
1091,1,5
1092,1,5
1093,1,5
1094,1,5
1095,1,5
1096,1,5
1097,1,5
1098,1,5
1099,1,5
1100,1,5
1101,1,5
1102,1,5
1103,1,5
1104,1,5
1105,3,5
1106,3,5
1107,3,5
1108,3,5
1109,3,5
1110,3,5
1111,3,5
1112,3,5
1113,3,5
1114,3,5
1115,3,5
1116,3,5
1117,3,5
1118,3,5
1119,3,5
1120,3,5
1121,3,5
1122,3,5
1123,3,5
1124,3,5
1125,3,5
1126,3,5
1127,3,5
1128,3,5
1129,2,5
1130,2,5
1131,2,5
1132,2,5
1133,2,5
1134,2,5
1135,2,5
1136,2,5
1137,2,5
1138,2,5
1139,2,5
1140,2,5
1141,2,5
1142,2,5
1143,2,5
1144,2,5
1145,2,5
1146,2,5
1147,2,5
1148,2,5
1149,2,5
1150,2,5
1151,2,5
1152,2,5
1153,2,5
1154,2,5
1155,5,5
1156,5,5
1157,5,5
1158,5,5
1159,5,5
1160,5,5
1161,5,5
1162,5,5
1163,5,5
1164,5,5
1165,5,5
1166,5,5
1167,5,5
1168,5,5
1169,5,5
1170,5,5
1171,5,5
1172,5,5
1173,5,5
1174,5,5
1175,5,5
1176,5,5
1177,5,5
1178,5,5
1179,5,5
1180,5,5
1181,5,5
1182,4,5
1183,4,5
1184,4,5
1185,4,5
1186,4,5
1187,4,5
1188,4,5
1189,4,5
1190,4,5
1191,4,5
1192,4,5
1193,4,5
1194,4,5
1195,4,5
1196,4,5
1197,4,5
1198,4,5
1199,4,5
1200,4,5
1201,4,5
1202,4,5
1203,4,5
1204,4,5
1205,4,5
1206,4,5
1207,4,5
1208,6,5
1209,6,5
1210,6,5
1211,6,5
1212,6,5
1213,6,5
1214,6,5
1215,6,5
1216,6,5
1217,6,5
1218,6,5
1219,6,5
1220,6,5
1221,6,5
1222,6,5
1223,6,5
1224,6,5
1225,6,5
1226,6,5
1227,6,5
1228,6,5
1229,6,5
1230,6,5
1231,6,5
1232,6,5
1233,6,5
1234,6,5
1235,6,5
1236,6,5
1237,1,5
1238,1,5
1239,1,5
1240,1,5
1241,1,5
1242,1,5
1243,1,5
1244,1,5
1245,1,5
1246,1,5
1247,1,5
1248,1,5
1249,1,5
1250,1,5
1251,1,5
1252,1,5
1253,1,5
1254,1,5
1255,1,5
1256,1,5
1257,1,5
1258,1,5
1259,1,5
1260,1,5
1261,1,5
1262,1,5
1263,1,5
1264,1,5
1265,3,5
1266,3,5
1267,3,5
1268,3,5
1269,3,5
1270,3,5
1271,3,5
1272,3,5
1273,3,5
1274,3,5
1275,3,5
1276,3,5
1277,3,5
1278,3,5
1279,3,5
1280,3,5
1281,3,5
1282,3,5
1283,3,5
1284,3,5
1285,3,5
1286,3,5
1287,3,5
1288,3,5
1289,2,5
1290,2,5
1291,2,5
1292,2,5
1293,2,5
1294,2,5
1295,2,5
1296,2,5
1297,2,5
1298,2,5
1299,2,5
1300,2,5
1301,2,5
1302,2,5
1303,2,5
1304,2,5
1305,2,5
1306,2,5
1307,2,5
1308,2,5
1309,2,5
1310,2,5
1311,2,5
1312,2,5
1313,2,5
1314,5,5
1315,5,5
1316,5,5
1317,5,5
1318,5,5
1319,5,5
1320,5,5
1321,5,5
1322,5,5
1323,5,5
1324,5,5
1325,5,5
1326,5,5
1327,5,5
1328,5,5
1329,5,5
1330,5,5
1331,5,5
1332,5,5
1333,5,5
1334,5,5
1335,5,5
1336,5,5
1337,5,5
1338,5,5
1339,5,5
1340,5,5
1341,5,5
1342,4,5
1343,4,5
1344,4,5
1345,4,5
1346,4,5
1347,4,5
1348,4,5
1349,4,5
1350,4,5
1351,4,5
1352,4,5
1353,4,5
1354,4,5
1355,4,5
1356,4,5
1357,4,5
1358,4,5
1359,4,5
1360,4,5
1361,4,5
1362,4,5
1363,4,5
1364,4,5
1365,4,5
1366,4,5
1367,4,5
1368,6,5
1369,6,5
1370,6,5
1371,6,5
1372,6,5
1373,6,5
1374,6,5
1375,6,5
1376,6,5
1377,6,5
1378,6,5
1379,6,5
1380,6,5
1381,6,5
1382,6,5
1383,6,5
1384,6,5
1385,6,5
1386,6,5
1387,6,5
1388,6,5
1389,6,5
1390,6,5
1391,6,5
1392,6,5
1393,6,5
1394,6,5
1395,1,5
1396,1,5
1397,1,5
1398,1,5
1399,1,5
1400,1,5
1401,1,5
1402,1,5
1403,1,5
1404,1,5
1405,1,5
1406,1,5
1407,1,5
1408,1,5
1409,1,5
1410,1,5
1411,1,5
1412,1,5
1413,1,5
1414,1,5
1415,1,5
1416,1,5
1417,1,5
1418,1,5
1419,1,5
1420,1,5
1421,1,5
1422,1,5
1423,1,5
1424,3,5
1425,3,5
1426,3,5
1427,3,5
1428,3,5
1429,3,5
1430,3,5
1431,3,5
1432,3,5
1433,3,5
1434,3,5
1435,3,5
1436,3,5
1437,3,5
1438,3,5
1439,3,5
1440,3,5
1441,3,5
1442,3,5
1443,3,5
1444,3,5
1445,3,5
1446,3,5
1447,3,5
1448,3,5
1449,2,5
1450,2,5
1451,2,5
1452,2,5
1453,2,5
1454,2,5
1455,2,5
1456,2,5
1457,2,5
1458,2,5
1459,2,5
1460,2,5
1461,2,5
1462,2,5
1463,2,5
1464,2,5
1465,2,5
1466,2,5
1467,2,5
1468,2,5
1469,2,5
1470,2,5
1471,2,5
1472,2,5
1473,2,5
1474,2,5
1475,5,5
1476,5,5
1477,5,5
1478,5,5
1479,5,5
1480,5,5
1481,5,5
1482,5,5
1483,5,5
1484,5,5
1485,5,5
1486,5,5
1487,5,5
1488,5,5
1489,5,5
1490,5,5
1491,5,5
1492,5,5
1493,5,5
1494,5,5
1495,5,5
1496,5,5
1497,5,5
1498,5,5
1499,5,5
1500,4,5
1501,4,5
1502,4,5
1503,4,5
1504,4,5
1505,4,5
1506,4,5
1507,4,5
1508,4,5
1509,4,5
1510,4,5
1511,4,5
1512,4,5
1513,4,5
1514,4,5
1515,4,5
1516,4,5
1517,4,5
1518,4,5
1519,4,5
1520,4,5
1521,4,5
1522,6,5
1523,6,5
1524,6,5
1525,6,5
1526,6,5
1527,6,5
1528,6,5
1529,6,5
1530,6,5
1531,6,5
1532,6,5
1533,6,5
1534,6,5
1535,6,5
1536,6,5
1537,6,5
1538,6,5
1539,6,5
1540,6,5
1541,6,5
1542,6,5
1543,6,5
1544,6,5
1545,6,5
1546,6,5
1547,1,5
1548,1,5
1549,1,5
1550,1,5
1551,1,5
1552,1,5
1553,1,5
1554,1,5
1555,1,5
1556,1,5
1557,1,5
1558,1,5
1559,1,5
1560,1,5
1561,1,5
1562,1,5
1563,1,5
1564,1,5
1565,1,5
1566,1,5
1567,1,5
1568,1,5
1569,1,5
1570,1,5
1571,1,5
1572,1,5
1573,1,5
1574,1,5
1575,3,5
1576,3,5
1577,3,5
1578,3,5
1579,3,5
1580,3,5
1581,3,5
1582,3,5
1583,3,5
1584,3,5
1585,3,5
1586,3,5
1587,3,5
1588,3,5
1589,3,5
1590,3,5
1591,3,5
1592,3,5
1593,3,5
1594,3,5
1595,3,5
1596,3,5
1597,2,5
1598,2,5
1599,2,5
1600,2,5
1601,2,5
1602,2,5
1603,2,5
1604,2,5
1605,2,5
1606,2,5
1607,2,5
1608,2,5
1609,2,5
1610,2,5
1611,2,5
1612,2,5
1613,2,5
1614,2,5
1615,2,5
1616,2,5
1617,2,5
1618,2,5
1619,2,5
1620,2,5
1621,2,5
1622,5,5
1623,5,5
1624,5,5
1625,5,5
1626,5,5
1627,5,5
1628,5,5
1629,5,5
1630,5,5
1631,5,5
1632,5,5
1633,5,5
1634,5,5
1635,5,5
1636,5,5
1637,5,5
1638,5,5
1639,5,5
1640,5,5
1641,5,5
1642,5,5
1643,5,5
1644,4,5
1645,4,5
1646,4,5
1647,4,5
1648,4,5
1649,4,5
1650,4,5
1651,4,5
1652,4,5
1653,4,5
1654,4,5
1655,4,5
1656,4,5
1657,4,5
1658,4,5
1659,4,5
1660,4,5
1661,4,5
1662,4,5
1663,4,5
1664,4,5
1665,4,5
1666,6,5
1667,6,5
1668,6,5
1669,6,5
1670,6,5
1671,6,5
1672,6,5
1673,6,5
1674,6,5
1675,6,5
1676,6,5
1677,6,5
1678,6,5
1679,6,5
1680,6,5
1681,6,5
1682,6,5
1683,6,5
1684,6,5
1685,6,5
1686,6,5
1687,6,5
1688,6,5
1689,6,5
1690,6,5
1691,1,5
1692,1,5
1693,1,5
1694,1,5
1695,1,5
1696,1,5
1697,1,5
1698,1,5
1699,1,5
1700,1,5
1701,1,5
1702,1,5
1703,1,5
1704,1,5
1705,1,5
1706,1,5
1707,1,5
1708,1,5
1709,1,5
1710,1,5
1711,1,5
1712,1,5
1713,1,5
1714,1,5
1715,3,5
1716,3,5
1717,3,5
1718,3,5
1719,3,5
1720,3,5
1721,3,5
1722,3,5
1723,3,5
1724,3,5
1725,3,5
1726,3,5
1727,3,5
1728,3,5
1729,3,5
1730,3,5
1731,3,5
1732,3,5
1733,3,5
1734,3,5
1735,2,5
1736,2,5
1737,2,5
1738,2,5
1739,2,5
1740,2,5
1741,2,5
1742,2,5
1743,2,5
1744,2,5
1745,2,5
1746,2,5
1747,2,5
1748,2,5
1749,2,5
1750,2,5
1751,2,5
1752,2,5
1753,2,5
1754,2,5
1755,2,5
1756,5,5
1757,5,5
1758,5,5
1759,5,5
1760,5,5
1761,5,5
1762,5,5
1763,5,5
1764,5,5
1765,5,5
1766,5,5
1767,5,5
1768,5,5
1769,5,5
1770,5,5
1771,5,5
1772,5,5
1773,5,5
1774,5,5
1775,5,5
1776,5,5
1777,5,5
1778,5,5
1779,5,5
1780,5,5
1781,5,5
1782,5,5
1783,5,5
1784,5,5
1785,5,5
1786,5,5
1787,5,5
1788,4,5
1789,4,5
1790,4,5
1791,4,5
1792,4,5
1793,4,5
1794,4,5
1795,4,5
1796,4,5
1797,4,5
1798,4,5
1799,4,5
1800,4,5
1801,4,5
1802,4,5
1803,4,5
1804,4,5
1805,4,5
1806,4,5
1807,4,5
1808,4,5
1809,4,5
1810,4,5
1811,4,5
1812,6,5
1813,6,5
1814,6,5
1815,6,5
1816,6,5
1817,6,5
1818,6,5
1819,6,5
1820,6,5
1821,6,5
1822,6,5
1823,6,5
1824,6,5
1825,6,5
1826,6,5
1827,6,5
1828,6,5
1829,6,5
1830,6,5
1831,6,5
1832,6,5
1833,6,5
1834,6,5
1835,6,5
1836,6,5
1837,6,5
1838,6,5
1839,6,5
1840,6,5
1841,1,5
1842,1,5
1843,1,5
1844,1,5
1845,1,5
1846,1,5
1847,1,5
1848,1,5
1849,1,5
1850,1,5
1851,1,5
1852,1,5
1853,1,5
1854,1,5
1855,1,5
1856,1,5
1857,1,5
1858,1,5
1859,1,5
1860,1,5
1861,1,5
1862,1,5
1863,1,5
1864,1,5
1865,3,5
1866,3,5
1867,3,5
1868,3,5
1869,3,5
1870,3,5
1871,3,5
1872,3,5
1873,3,5
1874,3,5
1875,3,5
1876,3,5
1877,3,5
1878,3,5
1879,3,5
1880,3,5
1881,3,5
1882,3,5
1883,2,5
1884,2,5
1885,2,5
1886,2,5
1887,2,5
1888,2,5
1889,2,5
1890,2,5
1891,2,5
1892,2,5
1893,2,5
1894,2,5
1895,2,5
1896,2,5
1897,2,5
1898,2,5
1899,2,5
1900,2,5
1901,2,5
1902,2,5
1903,5,5
1904,5,5
1905,5,5
1906,5,5
1907,5,5
1908,5,5
1909,5,5
1910,5,5
1911,5,5
1912,5,5
1913,5,5
1914,5,5
1915,5,5
1916,5,5
1917,5,5
1918,5,5
1919,5,5
1920,5,5
1921,5,5
1922,5,5
1923,5,5
1924,4,5
1925,4,5
1926,4,5
1927,4,5
1928,4,5
1929,4,5
1930,4,5
1931,4,5
1932,4,5
1933,4,5
1934,4,5
1935,4,5
1936,4,5
1937,4,5
1938,4,5
1939,4,5
1940,4,5
1941,4,5
1942,4,5
1943,4,5
1944,4,5
1945,4,5
1946,4,5
1947,4,5
1948,4,5
1949,4,5
1950,6,5
1951,6,5
1952,6,5
1953,6,5
1954,6,5
1955,6,5
1956,6,5
1957,6,5
1958,6,5
1959,6,5
1960,6,5
1961,6,5
1962,6,5
1963,6,5
1964,6,5
1965,6,5
1966,6,5
1967,6,5
1968,6,5
1969,6,5
1970,6,5
1971,6,5
1972,6,5
1973,6,5
1974,6,5
1975,6,5
1976,6,5
1977,6,5
1978,6,5
1979,6,5
1980,1,5
1981,1,5
1982,1,5
1983,1,5
1984,1,5
1985,1,5
1986,1,5
1987,1,5
1988,1,5
1989,1,5
1990,1,5
1991,1,5
1992,1,5
1993,1,5
1994,1,5
1995,1,5
1996,1,5
1997,1,5
1998,1,5
1999,1,5
2000,1,5
2001,1,5
2002,1,5
2003,1,5
2004,1,5
2005,1,5
2006,1,5
2007,1,5
2008,1,5
2009,3,5
2010,3,5
2011,3,5
2012,3,5
2013,3,5
2014,3,5
2015,3,5
2016,3,5
2017,3,5
2018,3,5
2019,3,5
2020,3,5
2021,3,5
2022,3,5
2023,3,5
2024,3,5
2025,3,5
2026,3,5
2027,3,5
2028,3,5
2029,3,5
2030,3,5
2031,2,5
2032,2,5
2033,2,5
2034,2,5
2035,2,5
2036,2,5
2037,2,5
2038,2,5
2039,2,5
2040,2,5
2041,2,5
2042,2,5
2043,2,5
2044,2,5
2045,2,5
2046,2,5
2047,2,5
2048,2,5
2049,2,5
2050,2,5
2051,2,5
2052,2,5
2053,2,5
2054,2,5
2055,2,5
2056,2,5
2057,5,5
2058,5,5
2059,5,5
2060,5,5
2061,5,5
2062,5,5
2063,5,5
2064,5,5
2065,5,5
2066,5,5
2067,5,5
2068,5,5
2069,5,5
2070,5,5
2071,5,5
2072,5,5
2073,5,5
2074,5,5
2075,5,5
2076,5,5
2077,5,5
2078,5,5
2079,5,5
2080,5,5
2081,5,5
2082,5,5
2083,4,5
2084,4,5
2085,4,5
2086,4,5
2087,4,5
2088,4,5
2089,4,5
2090,4,5
2091,4,5
2092,4,5
2093,4,5
2094,4,5
2095,4,5
2096,4,5
2097,4,5
2098,4,5
2099,4,5
2100,4,5
2101,4,5
2102,4,5
2103,4,5
2104,4,5
2105,4,5
2106,4,5
2107,4,5
2108,4,5
2109,4,5
2110,6,5
2111,6,5
2112,6,5
2113,6,5
2114,6,5
2115,6,5
2116,6,5
2117,6,5
2118,6,5
2119,6,5
2120,6,5
2121,6,5
2122,6,5
2123,6,5
2124,6,5
2125,6,5
2126,6,5
2127,6,5
2128,6,5
2129,6,5
2130,6,5
2131,6,5
2132,6,5
2133,6,5
2134,6,5
2135,6,5
2136,6,5
2137,1,5
2138,1,5
2139,1,5
2140,1,5
